Fox_education_Virginia,Fox_education_Lilly,Fox_education_Kris,Fox_education_Gayla,Fox_education_Andre,Fox_education_Willis,Fox_education_Charles,Fox_education_Leota,Fox_education_Theodore,Fox_education_Dewayne,Fox_education_Jacqueline,Fox_education_Yolande,Fox_education_Lesley,Fox_education_Maris,Fox_education_John,Fox_education_Marcelina,Fox_education_Sterling,Fox_education_Elvira,Fox_education_Ollie,Fox_education_Elois,Fox_education_Melinda,Fox_education_Geoffrey,Fox_education_Vernon,Fox_education_Tamika,Fox_education_Janina,Fox_education_Burton,Fox_education_Gloria,Fox_education_Nilda,Fox_education_Ashli,Fox_education_Miguelina,Fox_education_Long,Fox_education_Louie,Fox_education_Shaun,Fox_education_Kim,Fox_education_Otilia,Fox_education_Tonya,Fox_education_Elizabeth,Fox_education_Eddy,Fox_education_Melvin,Fox_education_Eldon,Fox_education_Suzan,Fox_education_Shirley,Fox_education_Claude,Fox_education_Maureen,Fox_education_Dominique,Fox_education_Stacia,Fox_education_Ray,Fox_education_Marlana,Fox_education_Rudolph,Fox_education_Leona,Fox_public_Bart,Fox_public_Denny,Fox_public_Lauren,Fox_public_Martin,Fox_public_Belle,Fox_public_Rhonda,Rat_public_Emilee,Rat_public_Nell,Rat_public_Frederick,Rat_public_Leta,Rat_public_Kelly,Rat_public_Sean,Rat_public_Kathleen,Rat_public_Becky,Rat_public_Toya,Rat_public_Loretta,Rat_public_Sharron,Rat_public_Kelle,Rat_public_Johnna,Rat_public_Bronwyn,Rat_public_Alanna,Rat_public_Lynda,Rat_public_Yetta,Rat_public_Laurie,Rat_public_Sade,Rat_public_Damon,Rat_public_Vickie,Rat_public_Chrissy,Rat_public_Allyson,Rat_public_Johnny,Rat_public_Isabel,Rat_public_Yessenia,Rat_public_Joann,Rat_public_Stella,Rat_public_Hortencia,Rat_public_Roma,Rat_public_Fredrick,Rat_public_Helena,Rat_public_Sharonda,Rat_public_Elmira,Rat_public_Clyde,Rat_public_Allie,Rat_public_Leo,Rat_public_Ramona,Rat_public_Julieann,Rat_public_Laura,Rat_public_Kermit,Rat_public_Courtney,Rat_public_Ulysses,Rat_public_Kimber,Fox_office_Israel,Fox_office_Gaylord,Fox_office_Margarita,Fox_office_Clayton,Fox_office_Demetrius,Fox_office_Berniece,Fox_office_Susanne,Fox_office_Alice,Fox_office_Molly,Fox_office_Brandy,Fox_office_Vicki,Fox_office_Karima,Fox_office_Zachary,Fox_office_Joy,Fox_office_Easter,Fox_office_Juana,Fox_office_Carson,Fox_office_Sheila,Fox_office_Thelma,Fox_office_Essie,Fox_office_Rowena,Fox_office_Bernard,Fox_office_Edythe,Fox_office_Yong,Rat_office_Annis,Rat_office_Jessica,Rat_office_Colby,Rat_office_Adele,Rat_office_Chris,Rat_office_Jacinta,Rat_office_Olivia,Rat_office_Ronald,Rat_office_Jamal,Rat_office_Ashlee,Rat_office_Sammy,Rat_office_Arron,Rat_office_Tracy,Rat_office_Randy,Rat_office_Craig,Rat_office_Mei,Rat_office_Jeannie,Rat_office_Kasey,Rat_office_Lora,Rat_office_Ramiro,Rat_office_Jill,Rat_office_Avis,Rat_office_Rosemary,Rat_office_Loyd,Bull_office_Anne,Bull_office_Myron
10.87,241.98,201.44,83.47,530.18,2651.62,22.51,264.31,284.15,122.70,66.70,585.02,11.17,20.08,100.19,4.29,51.42,237.44,119.31,10.25,506.29,134.42,49.78,231.91,153.70,47.66,698.34,174.29,31.09,125.06,196.07,85.45,76.65,67.52,1035.50,163.92,386.75,288.50,61.85,207.36,51.30,117.14,1016.73,290.84,219.00,81.31,38.17,208.98,20.71,346.19,171.06,205.15,135.38,212.57,156.22,120.44,74.63,46.60,30.41,21.55,27.88,18.05,33.84,28.25,14.84,301.36,36.45,25.27,20.25,555.12,1391.76,14.99,21.52,170.62,38.58,32.67,30.08,94.49,55.69,19.49,74.00,180.05,26.94,107.62,102.67,76.39,8.44,28.97,62.01,26.68,35.53,19.96,22.22,37.38,11.48,24.14,24.59,54.95,,272.22,141.64,342.37,27.98,133.49,145.11,33.21,36.92,418.74,17.57,78.27,213.80,121.36,192.09,256.12,37.21,28.17,71.59,16.83,185.79,86.03,55.84,157.01,144.90,177.81,52.24,909.85,2550.64,608.01,1205.38,272.14,114.26,89.50,1669.71,47.20,75.12,101.16,26.95,163.34,318.76,36.14,62.98,169.14,780.64,43.23,1186.98,708.18,29.39,93.41,24.00,90.00
10.82,233.36,204.07,85.03,525.66,2640.57,23.93,267.54,281.31,122.42,61.73,590.19,12.13,19.75,103.02,4.27,56.33,238.25,115.62,10.13,504.31,134.34,48.58,238.08,154.27,47.95,704.84,172.76,31.24,125.52,192.99,83.30,82.02,66.03,1036.88,163.02,376.43,283.91,78.47,202.57,50.53,115.70,1023.34,298.24,218.74,81.86,34.00,206.73,20.51,344.39,172.07,204.49,135.78,212.29,148.28,120.06,73.40,46.73,31.04,19.49,28.03,15.18,33.95,29.14,20.88,304.62,37.28,25.71,18.64,564.96,1399.62,15.38,21.58,168.25,39.30,31.12,30.22,98.31,56.53,20.34,75.03,179.35,27.65,108.62,98.21,76.57,8.41,26.48,62.06,26.55,33.72,20.23,22.80,38.48,11.50,25.87,24.86,54.92,,255.09,148.94,353.09,28.07,139.32,127.89,30.12,39.91,418.90,17.16,80.24,216.16,121.09,188.70,266.50,36.80,27.81,73.87,17.79,186.29,86.45,54.12,154.38,143.24,182.65,54.37,904.60,2543.63,609.31,1207.05,269.48,117.37,90.10,1703.77,47.19,85.42,109.62,27.59,163.45,323.06,35.98,67.31,172.06,778.80,43.21,1207.50,693.45,30.46,93.17,24.50,88.50
11.13,224.26,192.75,83.31,529.85,2645.64,27.13,266.81,278.62,119.53,53.17,592.68,11.86,20.34,101.48,4.33,51.73,233.65,114.15,7.71,501.62,134.11,48.30,232.19,151.89,48.74,705.52,170.15,31.13,122.48,191.44,84.31,81.44,64.09,1032.95,159.11,359.10,279.71,67.04,205.43,50.41,120.39,1011.16,305.07,219.99,84.15,32.58,201.98,20.14,340.81,169.49,207.05,139.20,213.62,148.50,121.81,80.06,46.88,32.33,22.06,29.59,14.52,32.63,31.52,25.52,305.49,41.30,25.45,17.09,563.28,1410.78,15.32,21.77,165.43,41.84,32.87,30.39,99.55,56.61,20.54,75.13,180.32,28.16,109.79,95.02,76.77,8.45,27.75,58.02,28.45,33.83,20.37,22.36,38.29,11.25,26.05,25.36,55.59,,229.62,147.45,348.24,27.84,141.12,135.28,28.98,41.17,418.62,17.40,81.44,215.81,119.23,184.50,268.01,36.32,27.80,72.57,17.67,181.94,81.35,49.36,148.30,139.17,180.20,55.69,888.46,2541.94,599.68,1199.21,273.25,116.42,87.18,1678.44,47.22,87.97,107.41,27.99,166.03,333.37,35.24,68.78,182.64,780.47,42.58,1219.57,808.25,30.27,92.72,24.50,85.00
10.76,204.22,178.12,82.65,521.54,2647.26,27.21,254.88,275.51,115.28,40.30,574.14,10.43,20.33,103.65,4.42,44.99,222.67,114.10,7.17,499.15,133.54,48.03,239.88,148.72,49.41,706.23,166.86,31.02,122.82,188.66,84.24,79.38,63.64,1032.40,159.03,348.23,273.29,52.95,202.51,50.33,116.80,1007.49,297.27,218.79,85.31,32.63,207.47,19.97,340.76,170.20,199.85,137.82,210.51,148.33,117.30,77.56,46.78,31.07,21.99,30.70,9.01,30.58,31.86,26.36,308.21,38.70,25.75,17.96,550.50,1414.62,15.56,21.67,162.66,42.78,33.34,32.98,98.36,58.37,21.06,76.90,179.45,27.11,107.89,90.09,77.91,8.44,27.84,50.69,28.37,37.42,20.57,23.14,35.34,11.25,25.51,24.76,55.64,,205.12,143.76,327.13,27.33,142.93,114.16,27.57,41.70,411.68,15.01,76.16,210.62,117.32,174.13,268.62,35.53,26.80,70.30,19.62,180.51,75.60,48.04,150.14,138.98,177.42,56.39,882.03,2537.32,578.58,1187.78,269.85,116.48,95.78,1647.61,47.59,85.50,102.25,28.02,163.22,334.40,35.15,66.06,170.10,771.25,42.30,1236.37,798.23,27.66,84.88,24.50,82.50
10.01,188.03,166.38,64.87,509.22,2621.92,25.95,239.88,272.62,103.20,22.74,561.50,9.79,20.29,99.00,3.42,35.29,199.87,109.69,6.50,487.41,127.75,48.05,210.52,123.81,48.83,701.88,170.82,31.24,124.41,181.13,86.19,79.30,58.93,1015.95,157.34,318.78,260.75,52.36,200.42,46.67,109.25,988.45,296.56,208.43,81.69,32.32,195.41,14.68,334.42,167.14,192.61,135.57,203.37,150.21,116.22,69.63,46.58,30.60,21.97,30.66,8.33,28.03,31.93,28.66,310.38,42.23,26.02,17.77,507.54,1417.68,15.96,22.00,173.33,43.03,32.36,31.75,98.90,58.59,20.45,77.37,178.30,26.49,108.44,86.66,79.82,8.40,33.95,45.78,29.24,36.02,21.29,23.54,31.05,11.25,25.38,23.32,55.22,,194.86,136.48,283.84,24.92,135.39,114.10,19.59,35.94,400.79,13.94,72.10,200.15,113.50,159.89,256.33,30.14,21.29,65.77,19.07,161.25,61.24,43.95,146.87,124.40,160.42,55.84,834.37,2488.05,572.94,1165.24,267.33,115.04,92.64,1543.77,46.30,84.97,106.70,28.51,155.23,327.87,33.22,59.48,164.94,728.59,42.06,1174.37,762.40,17.80,69.98,25.00,80.00
9.21,183.54,160.44,55.53,491.26,2609.61,27.44,226.88,269.19,94.14,5.07,542.18,10.84,20.09,98.52,2.79,24.14,189.74,104.66,5.99,472.44,123.16,47.98,209.95,113.16,46.40,689.12,165.65,31.28,120.37,171.58,81.41,76.16,56.30,996.38,157.50,306.83,257.04,48.89,198.88,41.26,106.28,982.17,282.58,194.85,67.22,32.04,187.76,13.21,305.95,163.96,180.09,134.50,200.68,146.57,113.42,71.19,46.73,30.91,22.16,30.91,10.07,27.40,30.66,27.36,308.94,43.75,25.76,15.84,461.64,1419.54,16.43,22.19,171.93,44.52,31.85,30.98,100.69,55.71,19.95,76.13,177.20,27.21,106.84,85.86,76.03,8.43,29.80,41.24,30.53,37.21,20.88,23.73,30.47,11.24,24.59,23.23,54.62,,188.17,126.14,239.20,22.59,124.64,90.05,10.48,27.55,389.94,7.02,65.06,186.54,110.35,124.08,242.41,26.83,17.54,62.20,12.38,142.42,51.46,42.31,143.96,119.22,144.44,53.49,742.14,2378.80,505.50,1155.09,260.11,107.73,89.87,1080.45,41.23,77.45,73.39,28.20,142.10,312.79,32.57,43.99,144.48,420.78,40.73,633.30,719.73,16.33,66.58,22.00,75.00
9.59,182.26,143.12,55.42,481.93,2606.64,25.66,226.15,266.38,86.35,0.14,522.39,11.86,19.85,95.21,2.84,16.94,187.34,102.43,5.68,462.90,120.40,48.73,203.55,115.59,50.20,682.50,168.74,31.36,113.11,134.59,76.28,91.67,56.06,982.07,159.56,298.93,274.61,49.44,195.75,39.48,118.06,974.63,278.89,181.95,75.00,33.09,179.17,13.48,285.92,162.47,171.27,134.33,196.00,142.26,78.95,71.31,46.59,31.52,21.40,29.76,11.09,27.41,29.86,27.19,304.94,43.45,25.30,14.13,438.18,1390.20,17.27,22.18,170.26,49.06,31.83,31.95,97.56,56.23,20.16,76.78,176.86,27.14,106.87,85.67,74.00,8.36,26.75,35.84,28.77,39.59,20.78,22.75,33.21,11.29,23.22,22.14,55.12,,187.25,125.09,153.05,21.26,116.59,106.10,11.23,26.02,387.38,4.64,36.17,170.95,109.02,120.80,220.30,25.02,17.02,60.23,12.82,94.72,48.24,40.12,145.93,111.05,142.80,50.59,685.70,2317.89,483.06,1146.93,251.52,70.21,83.88,730.71,38.93,73.70,79.34,26.62,137.09,311.22,29.62,38.89,61.17,386.24,37.90,451.42,710.56,14.22,60.35,19.50,74.00
9.29,181.64,130.10,50.84,469.05,2585.44,24.03,205.45,265.83,72.75,0.01,511.64,19.37,20.02,97.12,2.13,11.96,191.65,102.84,5.39,470.19,119.02,51.83,197.85,121.17,58.28,678.94,143.23,31.31,93.31,128.22,80.09,94.53,57.35,980.56,183.69,292.53,291.60,46.58,191.50,38.25,123.50,963.44,275.54,177.97,75.44,39.41,174.06,13.88,262.56,161.04,156.38,129.97,199.98,135.95,77.92,69.64,47.21,31.76,23.43,30.80,11.85,28.38,32.86,21.22,303.77,42.67,25.58,12.98,425.16,1383.48,16.32,22.34,170.78,48.62,32.16,33.69,96.30,53.44,20.18,77.99,178.32,26.84,105.34,89.82,73.77,8.31,31.12,41.22,29.07,36.33,21.11,22.24,35.25,11.99,23.41,22.52,53.42,,186.20,123.07,123.05,20.73,114.58,110.46,15.93,22.21,384.32,5.88,27.00,162.08,113.00,161.98,211.43,21.77,14.85,56.26,11.25,80.44,41.95,39.65,146.80,111.22,139.97,49.69,643.46,2306.41,455.98,1129.79,244.75,48.36,68.62,689.95,36.48,70.40,80.19,26.70,66.95,303.84,28.13,39.12,48.70,382.95,37.67,431.85,699.78,14.50,53.73,19.50,69.50
8.75,182.57,117.36,44.70,457.82,2570.36,22.38,190.28,265.03,66.66,0.13,500.78,17.25,20.45,89.84,1.47,6.43,182.57,104.73,5.32,472.63,116.60,51.08,195.30,119.26,52.34,669.01,112.00,30.77,79.59,108.41,76.95,95.09,55.86,963.88,184.26,290.33,299.09,54.79,192.75,32.77,123.90,969.02,270.87,173.87,72.75,37.60,171.68,13.80,229.87,160.02,149.05,120.64,177.87,134.87,96.60,54.34,47.14,31.36,22.13,33.75,13.43,28.11,30.77,19.75,304.07,41.58,19.70,11.92,418.44,1380.60,15.68,16.82,170.05,47.38,31.18,34.81,91.86,47.84,20.62,63.02,173.52,19.58,102.72,91.22,60.45,8.28,25.30,40.42,29.30,36.48,16.56,22.96,36.55,11.93,22.80,17.64,36.84,,181.78,112.47,113.84,21.20,113.16,106.48,15.23,19.00,376.62,6.20,23.16,153.41,92.56,160.33,207.12,20.05,12.66,54.50,10.72,82.39,37.80,34.29,141.46,107.95,140.69,46.97,622.87,2287.95,455.48,1127.05,237.51,44.85,60.64,674.69,36.05,68.75,75.40,26.33,64.05,328.90,27.76,39.16,43.73,381.38,38.40,410.89,679.41,15.83,49.97,20.00,73.50
8.72,173.43,67.56,40.19,446.85,2565.94,18.68,171.96,265.65,62.08,0.24,488.55,12.54,18.31,79.45,1.25,6.92,163.71,94.51,5.36,457.76,112.25,44.11,175.83,117.05,48.77,666.14,107.15,26.49,65.45,80.08,63.34,90.28,33.95,939.93,180.26,287.94,231.09,34.28,191.75,30.69,95.82,962.21,267.34,169.61,66.23,39.51,168.77,13.62,220.62,74.87,142.88,103.94,170.28,127.73,75.89,18.20,46.77,31.03,20.97,31.02,15.77,28.52,29.41,21.01,302.13,41.47,18.58,11.23,409.20,1387.50,16.54,15.89,162.05,46.28,31.13,30.14,92.52,41.78,20.14,59.95,88.22,17.95,101.48,88.90,25.98,8.15,23.31,38.84,28.75,34.33,16.20,21.79,35.10,11.94,21.16,17.55,33.20,,185.78,106.93,108.42,20.93,99.72,92.75,14.41,14.55,363.35,5.87,23.59,149.12,23.84,152.72,203.00,19.02,12.40,36.56,9.59,80.91,29.98,31.52,134.06,112.69,135.90,45.06,607.61,2242.71,452.28,1115.95,238.15,37.28,43.69,666.10,35.44,61.95,57.56,24.87,63.85,325.53,27.00,37.65,44.00,348.87,38.37,360.29,676.16,14.67,48.22,20.50,58.00
5.50,166.53,36.98,38.05,443.11,2555.03,16.79,161.10,264.17,55.31,0.35,484.46,10.33,16.98,72.92,1.15,6.11,151.73,89.56,5.24,450.82,109.38,35.92,153.93,119.42,44.50,659.30,105.81,23.83,49.59,77.85,57.59,70.84,25.32,925.64,178.70,280.24,154.00,24.89,189.03,29.48,75.09,960.06,261.36,166.01,64.06,39.95,166.79,13.50,222.02,48.61,138.18,98.50,164.43,138.58,68.65,17.30,46.00,30.42,22.91,27.68,13.41,27.81,27.31,17.58,297.60,41.10,18.36,10.11,403.26,1348.62,16.54,15.77,158.74,45.31,28.77,23.43,91.33,39.74,19.80,59.29,85.17,18.19,98.13,57.32,25.71,8.20,19.93,37.89,25.51,33.70,15.82,20.93,34.67,11.93,20.64,16.64,28.96,,180.90,100.12,104.29,19.61,92.43,117.12,14.41,12.05,353.38,5.02,21.05,144.32,22.60,110.46,193.06,19.02,11.94,30.12,9.02,80.05,30.12,30.12,115.73,108.27,133.41,43.89,606.54,2248.20,457.77,1116.51,234.67,32.34,47.12,652.73,35.38,62.40,52.17,22.20,63.34,320.03,26.55,36.91,42.83,231.69,38.86,332.98,658.97,14.69,41.77,20.50,53.50
5.16,165.40,37.27,38.22,420.43,2537.10,16.09,157.23,262.98,53.98,0.46,485.49,10.38,16.89,75.86,1.01,5.89,143.53,88.18,5.05,446.04,108.39,36.31,151.61,89.85,44.39,646.31,106.36,25.05,51.20,76.41,53.88,63.49,26.84,914.17,177.75,253.35,154.02,24.93,187.07,30.38,75.85,961.96,257.63,161.78,71.68,42.69,167.11,13.52,220.03,70.69,129.06,94.47,161.25,141.58,68.93,17.63,45.97,28.79,21.54,25.34,14.32,28.50,27.09,17.64,296.83,40.94,18.58,11.07,402.69,1351.69,15.49,15.76,172.55,44.08,29.54,22.88,91.69,40.22,20.20,58.45,89.72,17.95,95.37,47.67,25.83,8.03,19.37,36.97,24.77,32.77,15.99,20.46,33.03,11.93,19.42,17.66,29.89,,185.07,96.19,102.06,19.20,41.03,113.72,14.12,12.29,353.24,4.78,19.19,138.29,24.91,105.52,165.83,18.68,11.75,30.38,8.95,79.44,31.27,29.76,109.16,103.18,126.28,42.14,621.24,1158.59,448.38,1115.48,233.64,32.30,42.22,393.46,35.08,64.60,51.81,20.34,65.56,321.27,26.86,35.87,42.33,215.77,38.02,332.38,658.14,14.77,38.34,20.00,47.00
4.21,166.19,38.62,39.41,410.25,2528.93,14.56,160.37,262.38,54.13,0.57,483.58,11.16,16.76,72.66,1.00,6.08,137.75,88.64,5.02,447.65,108.78,36.77,146.85,80.40,44.95,641.45,106.94,23.89,49.98,74.30,51.34,63.52,25.31,909.65,177.74,243.54,156.30,25.22,186.56,31.82,70.53,945.00,252.21,162.94,58.23,43.39,168.78,13.45,213.42,102.84,127.90,89.84,159.88,139.44,80.46,17.45,46.78,28.85,21.95,22.98,14.34,28.15,25.08,18.06,294.79,40.84,18.59,9.87,399.96,1339.47,15.21,15.73,166.74,42.32,28.18,22.45,90.45,39.59,20.46,58.35,89.61,17.63,96.19,48.87,26.23,8.11,15.87,36.33,25.10,30.89,15.99,19.75,33.09,11.94,19.49,16.69,27.09,,185.84,95.02,99.03,19.28,40.84,118.79,14.38,11.36,352.19,4.60,17.59,137.16,23.56,106.30,157.89,19.03,11.70,29.37,9.95,80.89,28.55,29.88,109.08,98.50,113.93,41.85,609.03,1142.42,441.97,1115.32,235.16,33.12,38.61,380.07,35.45,63.27,57.63,19.53,64.25,322.06,26.54,35.20,43.16,219.64,37.69,331.86,645.75,13.49,36.07,20.50,43.50
4.41,169.83,42.05,39.91,408.60,2514.89,13.68,162.74,262.82,54.01,0.68,478.79,11.30,16.89,74.58,1.08,5.61,132.25,86.58,4.94,443.86,110.69,36.26,139.09,80.33,45.17,634.65,109.34,23.66,48.91,72.06,52.45,62.09,25.33,900.36,175.93,243.63,302.71,25.38,186.83,29.94,71.35,959.97,252.70,161.32,74.06,45.29,167.21,13.55,211.55,101.89,122.77,91.23,155.36,135.48,92.62,17.59,46.60,28.14,21.51,23.77,13.82,27.82,24.07,19.02,293.11,40.00,18.85,9.61,399.69,1326.88,15.10,15.91,157.20,41.31,27.50,21.29,86.03,39.28,20.03,57.58,88.96,17.34,95.22,47.24,27.91,8.04,15.49,36.14,22.40,30.14,15.61,18.38,32.52,11.94,19.55,17.37,29.31,,184.68,94.33,95.66,19.41,38.42,122.28,19.71,11.72,350.32,4.73,17.22,134.43,24.05,106.25,176.91,18.19,12.30,29.22,9.70,82.12,28.71,29.41,109.84,94.69,103.88,40.50,604.31,1171.77,456.87,1116.49,232.96,32.12,35.16,382.01,35.40,57.78,53.98,18.88,63.52,321.16,26.61,36.17,43.88,223.58,37.97,330.48,636.03,13.90,37.68,20.00,42.50
4.50,170.69,39.80,39.31,409.08,2505.32,13.16,156.49,262.43,52.64,0.80,480.26,11.49,16.76,71.65,1.17,5.42,153.65,84.41,4.92,440.19,108.73,35.41,142.34,81.86,45.81,631.65,107.55,23.41,48.90,71.94,52.31,63.44,24.79,895.16,173.87,254.37,334.50,24.74,188.59,29.17,72.48,956.68,249.75,162.84,70.94,45.59,166.88,13.95,211.51,82.55,122.36,88.03,153.83,134.47,103.93,17.02,46.34,27.66,18.14,22.57,14.91,28.21,23.22,17.98,293.39,39.30,18.96,8.38,400.14,1332.71,14.62,15.68,156.16,41.90,27.55,21.19,86.33,38.41,19.96,58.05,91.09,17.44,92.10,46.92,25.33,8.05,15.89,35.62,22.89,28.75,15.73,19.07,32.64,11.94,19.46,17.55,26.98,,185.19,94.54,100.91,19.34,38.49,123.93,20.82,11.44,346.76,4.69,16.98,130.38,23.95,105.25,171.62,18.41,11.57,28.98,7.20,80.49,28.82,28.05,122.84,94.22,100.48,40.55,603.97,1178.34,450.12,1116.03,231.72,31.90,38.71,384.74,35.59,61.41,49.71,18.53,63.09,321.52,26.39,34.14,42.86,225.53,37.43,338.51,635.62,13.83,37.71,19.50,43.50
6.99,163.97,36.34,40.10,403.76,2497.27,10.66,188.97,261.50,51.72,0.91,477.53,11.25,16.56,72.91,1.45,10.66,150.79,83.26,4.88,437.17,107.72,35.37,132.50,87.19,46.03,634.02,107.38,27.91,46.89,73.50,52.33,61.46,42.26,896.07,174.52,264.09,328.01,25.49,188.53,30.08,71.56,942.79,247.76,163.86,61.82,46.53,164.23,15.21,211.56,41.98,119.53,92.09,163.85,133.03,79.00,17.02,46.44,27.61,15.99,24.52,13.35,27.58,23.61,18.05,290.69,40.05,18.92,9.08,400.47,1343.05,14.82,15.76,157.82,40.40,27.30,21.39,85.63,38.70,19.82,58.27,91.77,17.34,93.33,61.12,23.88,8.07,17.71,35.45,24.99,29.27,15.74,19.74,32.56,11.95,19.87,16.75,26.97,,187.75,95.02,98.94,19.02,38.30,126.39,23.17,11.13,359.35,8.07,16.57,127.21,60.29,148.67,165.53,18.72,11.66,28.71,6.11,100.04,29.89,28.45,126.57,96.54,97.82,39.62,643.86,1188.22,488.90,1100.15,237.43,32.11,41.45,422.65,35.23,59.62,54.57,19.10,136.06,321.57,26.77,35.39,43.36,239.10,37.56,402.88,621.35,13.79,39.75,19.50,42.00
6.41,175.65,36.43,45.30,407.30,2487.41,14.00,202.83,262.60,62.44,1.02,472.85,11.33,16.45,73.97,2.12,13.13,154.20,96.21,4.77,434.73,112.88,34.05,145.07,102.62,68.58,625.60,107.59,29.41,95.14,78.25,56.79,51.50,49.25,889.99,165.26,290.26,326.65,27.94,187.80,35.05,58.16,955.02,248.69,162.06,63.94,44.95,166.73,14.00,238.58,49.92,124.15,97.38,174.32,131.93,65.53,29.41,46.87,29.09,20.95,27.39,14.08,28.09,25.52,17.39,289.46,40.06,19.02,7.50,403.08,1343.54,15.14,15.75,156.38,43.89,28.02,19.69,82.55,38.31,19.36,57.69,90.00,17.31,92.83,76.59,23.83,8.03,19.47,38.95,26.05,33.00,15.65,21.13,32.05,11.95,19.77,17.15,29.10,,238.47,93.83,119.49,19.00,78.16,181.62,27.51,10.07,361.38,4.63,17.34,123.82,66.54,115.35,159.34,20.96,11.87,34.44,7.91,109.96,50.30,28.01,134.04,102.53,95.97,38.41,675.96,1192.92,549.39,1117.67,235.50,32.52,39.62,607.04,34.96,58.05,55.44,21.10,137.55,308.34,26.93,33.50,70.80,333.35,37.03,435.71,621.68,13.23,42.81,20.00,44.00
5.92,198.18,109.50,46.51,410.68,2491.90,13.02,206.18,263.87,106.94,2.08,486.65,14.98,17.80,84.56,3.82,21.80,168.06,99.52,15.05,427.19,114.44,37.97,150.71,113.28,60.78,625.86,123.47,29.60,108.56,133.40,66.90,62.66,49.02,888.82,151.64,317.79,317.10,34.23,185.29,31.20,77.88,961.10,253.46,168.31,63.59,42.80,166.93,15.29,309.06,149.15,131.28,96.88,173.92,131.24,59.54,42.84,46.07,29.77,20.85,28.30,20.18,28.11,30.20,17.58,290.62,39.92,18.72,12.32,407.79,1371.99,16.46,15.75,159.89,47.82,29.63,18.23,84.68,37.70,20.88,55.00,122.97,16.77,96.10,94.45,42.09,8.08,27.72,42.40,27.37,32.73,15.48,20.13,33.82,11.79,19.71,18.56,26.62,,267.25,104.53,173.75,19.91,96.34,127.59,28.32,10.28,364.71,4.04,42.11,137.78,93.34,100.87,157.74,26.07,15.08,43.78,6.90,137.01,48.06,28.09,138.92,102.94,101.30,38.31,679.78,1195.45,547.60,1129.75,234.39,31.48,42.17,869.61,33.12,56.73,85.66,22.39,133.89,285.92,27.27,33.24,126.55,552.17,36.35,630.14,623.20,15.77,49.83,20.00,50.50
6.42,189.53,151.64,48.40,416.69,2512.81,14.02,220.97,259.07,92.53,13.95,520.92,17.50,18.93,89.44,3.88,29.05,191.31,100.09,18.16,443.27,116.88,47.17,161.19,123.59,48.34,633.27,145.02,29.25,95.12,166.04,70.62,67.30,49.81,933.83,153.91,350.19,309.44,36.90,187.97,32.03,97.65,956.33,265.41,181.37,61.27,43.92,169.21,13.21,307.78,157.16,140.00,114.28,182.43,131.47,92.84,54.28,45.94,28.46,19.27,25.83,19.74,28.18,29.91,14.98,289.11,35.94,18.42,12.21,420.24,1377.83,17.33,15.64,167.12,48.44,30.61,22.45,86.01,37.27,19.86,54.18,167.31,16.15,97.59,97.55,61.03,8.27,26.56,41.20,27.23,34.24,15.29,20.18,34.92,11.29,18.90,17.23,26.25,,277.34,117.03,196.69,23.02,89.95,128.84,30.49,10.66,369.59,4.56,48.66,165.60,108.26,141.31,183.43,28.38,17.32,58.78,9.69,145.63,53.96,33.20,141.12,106.42,121.15,42.88,691.28,1261.14,557.50,1151.13,239.94,71.65,43.97,925.52,36.95,58.27,78.08,22.50,147.72,290.04,29.16,45.14,128.60,649.83,37.29,702.32,638.38,20.92,63.28,20.50,71.50
8.91,195.89,144.14,66.60,459.02,2543.80,14.63,230.03,272.39,100.81,32.91,560.05,12.70,18.82,93.90,3.71,38.78,220.41,105.85,12.68,466.67,121.11,47.90,202.21,137.02,45.31,651.28,162.24,29.11,106.62,181.27,76.82,75.65,55.88,980.90,157.99,364.81,310.57,44.17,188.47,38.13,114.10,981.97,274.98,194.04,66.00,42.04,170.07,19.04,317.95,162.42,150.55,130.20,194.81,136.03,114.43,53.65,45.70,27.85,18.23,27.47,17.61,31.93,29.53,18.48,289.97,35.84,18.37,11.14,442.42,1393.86,14.78,15.66,163.85,48.94,29.63,26.50,87.51,37.78,20.15,60.16,170.43,16.06,97.76,95.16,58.31,8.33,21.02,47.22,28.05,36.75,14.74,19.23,33.43,11.26,19.97,17.72,27.95,,259.38,121.34,239.09,24.91,104.10,126.01,32.52,16.68,383.69,8.57,60.03,190.88,114.93,184.23,213.00,30.51,20.16,62.91,9.97,175.94,68.84,38.94,146.72,119.03,157.31,46.05,700.88,1318.47,583.19,1179.26,244.50,93.68,53.53,958.86,41.16,71.97,80.87,22.80,155.31,302.09,34.48,57.33,138.53,694.70,39.70,736.11,674.70,25.59,78.72,19.00,74.50
